code,entry_date,exit_date,net_pnl,exit_reason,signal_date,rank,ranking_score,entry_score,relative_strength_score,reasons
301458,2026-06-03,2026-06-08,2011.084990,target_close_confirmed,2026-06-02,2822,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=23.05|rs60=24.65|up_volume_confirm|volume_not_exhausted|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002897,2026-06-04,2026-06-09,-661.671441,close_stop,2026-06-03,1353,70.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=51.91|rs60=24.40|up_volume_confirm|volume_not_exhausted|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
600378,2026-06-03,2026-06-11,3915.594134,target_close_confirmed,2026-06-02,3202,70.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=17.03|rs60=8.46|up_volume_confirm|volume_not_exhausted|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
301228,2026-06-03,2026-06-15,557.561790,close_stop,2026-06-02,2675,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=35.62|rs60=69.65|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
600888,2026-06-09,2026-06-15,734.261882,close_stop,2026-06-08,3610,70.000000,80.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=25.81|rs60=13.41|pullback_volume_control|high_atr|trend_ma20_gt_ma60|near_ma20|pullback_reclaimed_ma20|volume_confirmed|rsi_entry_zone
300398,2026-06-10,2026-06-15,-200.536925,close_stop,2026-06-09,1896,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=17.12|rs60=53.07|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300400,2026-06-10,2026-06-16,593.005550,target_close_confirmed,2026-06-09,1898,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=15.42|rs60=53.61|up_volume_confirm|volume_not_exhausted|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
000657,2026-06-12,2026-06-22,2252.679077,target_close_confirmed,2026-06-11,199,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=35.92|rs60=37.88|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002815,2026-06-17,2026-06-24,-1636.341076,close_stop,2026-06-16,1276,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=22.45|rs60=15.41|up_volume_confirm|volume_not_exhausted|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002903,2026-06-17,2026-06-25,-486.177174,three_bars_no_high,2026-06-16,1359,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=10.00|rs60=72.28|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
003022,2026-06-17,2026-06-26,-246.215649,three_bars_no_high,2026-06-16,1468,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=17.24|rs60=38.56|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300031,2026-06-18,2026-06-26,880.109058,three_bars_no_high,2026-06-17,1556,92.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=3.41|rs60=27.08|up_volume_confirm|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002536,2026-06-26,2026-06-29,-1216.986434,close_stop,2026-06-25,1022,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=24.40|rs60=65.59|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300382,2026-06-26,2026-07-01,1913.775366,target_close_confirmed,2026-06-25,1881,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=8.67|rs60=65.75|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
000100,2026-06-29,2026-07-06,-109.514920,close_stop,2026-06-26,55,72.000000,60.000000,20.000000,MA20>MA60|close>MA20|rs20=18.58|rs60=16.59|up_volume_confirm|volume_not_exhausted|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300416,2026-06-29,2026-07-06,-94.182974,close_stop,2026-06-26,1914,77.000000,60.000000,20.000000,MA20>MA60|close>MA20|rs20=5.66|rs60=14.58|up_volume_confirm|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002106,2026-06-30,2026-07-06,-1259.785138,close_stop,2026-06-29,621,70.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=36.03|rs60=37.68|up_volume_confirm|volume_not_exhausted|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
000725,2026-06-23,2026-07-07,1222.357213,close_stop,2026-06-22,246,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=29.87|rs60=64.55|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
000970,2026-07-02,2026-07-09,-146.577248,end_of_backtest,2026-07-01,401,75.000000,60.000000,20.000000,MA20>MA60|close>MA20|trend_persistence|rs20=39.66|rs60=22.38|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
