trade_id,position_id,candidate_id,order_intent_id,pending_order_id,entry_fill_id,exit_fill_id,code,entry_date,exit_date,net_pnl,exit_reason,signal_date,rank,ranking_score,entry_score,relative_strength_score,raw_opening_gap,execution_slippage,all_in_entry_move,realized_r_on_initial_risk,realized_r_on_total_risk,add_count,reason_code
trade_c404191bf633e921,pos_766cf45b3d9d1d34,cand_1c49794e2a7accd3,intent_f8eed90520fecff0,pend_012e481ca8190d90,fill_d23f2880ac26010d,fill_3ab64e2b1817b277,002903,2026-06-17,2026-06-25,-486.177174,three_bars_no_high,2026-06-16,1359,75.000000,60.000000,20.000000,-0.012967,0.000500,-0.012474,-0.546010,-0.546010,0,ok
trade_572a9f6eff940220,pos_77ad048c5a6e4084,cand_f2effab23d9c0a95,intent_9b1dee50ae6364d9,pend_77f5a218ccbe1da0,fill_7b0eb336888f7a1a,fill_5f56503d5fe258e8,003022,2026-06-17,2026-06-26,-246.215649,three_bars_no_high,2026-06-16,1468,80.000000,60.000000,20.000000,-0.004597,0.000500,-0.004099,-0.613125,-0.613125,0,ok
trade_f11058d754c60c30,pos_42758942515e2fb0,cand_b9bd8bf34e243b11,intent_d2a1f3dcfcd84e05,pend_c1f7edaa7de126cb,fill_d5e97b087da53ea2,fill_547ccb56b5eba3aa,300031,2026-06-18,2026-06-26,880.109058,three_bars_no_high,2026-06-17,1556,92.000000,60.000000,20.000000,0.005327,0.000500,0.005829,0.971013,0.971013,0,ok
trade_a1de8367200be850,pos_36b49ef9c809a905,cand_db840d1fe5d612e8,intent_b8cf23e68e3bee75,pend_ea9dfb8cc754553f,fill_b463e757bdb50115,fill_dba194127f6256bc,002536,2026-06-26,2026-06-29,-1216.986434,close_stop,2026-06-25,1022,75.000000,60.000000,20.000000,-0.007516,0.000500,-0.007020,-2.920639,-2.920639,0,ok
trade_296f2f3487baab69,pos_946673818b207de1,cand_ced7981f2758cc70,intent_cf558a05f2a55995,pend_f2a62b89a52fe2f6,fill_3cad07a6fa21709b,fill_5c13f5ea668e414b,300382,2026-06-26,2026-07-01,1913.775366,target_close_confirmed,2026-06-25,1881,75.000000,60.000000,20.000000,0.000000,0.000500,0.000500,4.657946,4.657946,0,ok
trade_71b07c095180359f,pos_4097c821971cbc9d,cand_f3530adad7411fd7,intent_0ff854df6a58cd52,pend_432852995d603be5,fill_ca2c5c1e074259c6,fill_ae113403e83bc9e6,000100,2026-06-29,2026-07-06,-109.514920,close_stop,2026-06-26,55,72.000000,60.000000,20.000000,0.005556,0.038188,0.043956,-0.367231,-0.249830,1,ok
trade_73a5d511e2ac73dc,pos_a352f6e79bb429c0,cand_c7bac1de58e49a86,intent_1208fc36c3702961,pend_fd1cf02d35903fff,fill_6b5c18763d25ec31,fill_dd7c62952def3810,300416,2026-06-29,2026-07-06,-94.182974,close_stop,2026-06-26,1914,77.000000,60.000000,20.000000,-0.004907,0.000500,-0.004409,-0.127708,-0.127708,0,ok
trade_5ae31169769de8ec,pos_646dc6c30074f30c,cand_6e3ad213b7c4dace,intent_00de0f715e8a007f,pend_6fd4bdc367548264,fill_468eef11e29eedda,fill_8325d19ce4224619,002106,2026-06-30,2026-07-06,-1259.785138,close_stop,2026-06-29,621,70.000000,60.000000,20.000000,-0.005022,0.000500,-0.004524,-2.357647,-2.357647,0,ok
trade_333b9c00f7e68dac,pos_75ce65b16b1d4d16,cand_ee5d30e676a4bfe5,intent_84fa220061767c6c,pend_9522d8407de12404,fill_d9224eab6891a430,fill_600f71cd42e5b8db,000725,2026-06-23,2026-07-07,1222.357213,close_stop,2026-06-22,246,75.000000,60.000000,20.000000,-0.011544,0.035023,0.023075,2.843782,1.463769,1,ok
trade_2f851bda314b0829,pos_37818031b72f662c,cand_265d372f21ed0785,intent_ac82285ed0a7331e,pend_753509589d2a3b78,fill_cc4e108e377d7ba9,fill_a5962cb160fba5d1,000970,2026-07-02,2026-07-09,-146.577248,end_of_backtest,2026-07-01,401,75.000000,60.000000,20.000000,0.013557,0.000500,0.014064,-1.040958,-1.040958,0,ok
